יום מכירה,כתובת,גוש חלקה - תת חלקה,סוג נכס,חדרים,קומה,"מ""ר",סכום,מגמת שינוי
14.01.2018, ,3928-645-8,דירה בבית קומות,3.0,שניה,68.42,"1,435,000",205% ב 10.8 שנים
14.01.2018,שוחט מניה 4,3926-726-31,דירה בבית קומות,3.0,רביעית,63.0,"1,270,000",20% ב 3 שנים
12.01.2018,קפלנסקי 21,3926-683-15,דירה בבית קומות,3.0,רביעית,56.69,"1,230,000",
11.01.2018,רמז 14,3923-219-4,דירה בבית קומות,3.0,ראשונה,66.36,"1,400,000",38% ב 7 שנים
11.01.2018,הדגל העברי 14,3945-510-3,דירה בבית קומות,3.0,ראשונה,68.55,"1,380,000",
10.01.2018,ברד אברהם 4,3926-607-2,דירה בבית קומות,3.0,ראשונה,63.4,"1,400,000",97% ב 11.9 שנים
10.01.2018,גולומב 26,3945-271-3,דירה בבית קומות,3.0,ראשונה,55.25,"2,000,000",31% ב 1.6 שנים
10.01.2018,החליל 6,5183-13-1,דירה בבית קומות,3.0,קרקע,70.16,"1,900,000",37% ב 4 שנים
10.01.2018,"צ""ג בנות 13",3929-687-13,דירה בבית קומות,3.0,רביעית,62.59,"813,333",
10.01.2018,התזמורת 12,5182-21-6,דירה בבית קומות,3.0,שניה,69.7,"1,725,000",41% ב 5 שנים
10.01.2018,שמריהו לוין 22,3928-191-12,דירה בבית קומות,3.0,רביעית,69.33,"1,290,000",
10.01.2018, ,7375-81-67,דירה בבית קומות,3.0,שישית,71.0,"1,900,000",
09.01.2018,ז'בוטינסקי 7,3926-876-4,דירה בבית קומות,3.0,ראשונה,97.55,"550,000",
09.01.2018,רוטשילד 89,3926-290-4,דירה בבית קומות,3.0,שלישית,61.89,"1,640,000",36% ב 2.1 שנים
09.01.2018, ,7375-81-39,דירה,3.0,קומה ‎2‏,71.0,"1,900,000",
08.01.2018,החליל 14,5183-17-3,דירה בבית קומות,3.0,קרקע,72.89,"1,760,000",
03.01.2018,הקוקיה 25,6287-311-25,דירה בבית קומות,3.0,שניה,77.0,"1,700,000",
02.01.2018,שפינוזה 23,3928-614-9,דירה בבית קומות,3.0,שלישית,60.0,"1,370,000",117% ב 9.9 שנים
02.01.2018,הירשפלד 4,3926-969-21,דירה בבית קומות,3.0,ראשונה,68.0,"1,320,000",129% ב 13.5 שנים
02.01.2018,האחים סמילצ'נסקי 4,3926-383-4,דירה בבית קומות,3.0,שניה,60.72,"1,550,000",110% ב 9.9 שנים
02.01.2018,רוטנברג 5,3934-175-15,דירה בבית קומות,3.0,רביעית,62.64,"1,270,000",44% ב 4.4 שנים
02.01.2018,"צ""ג בנות 46",3929-319-13,דירה בבית קומות,3.0,חמישית,61.32,"1,250,000",
02.01.2018,יעקב 64,4247-427-5,דירה בבית קומות,3.0,שלישית,62.5,"1,350,000",
01.01.2018,ויתקין 6,3929-695-3,דירה בבית קומות,3.0,ראשונה,68.75,"1,325,000",55% ב 8 שנים
01.01.2018,קרל נטר 22,3928-708-9,דירה בבית קומות,3.0,שניה,65.88,"1,410,000",
29.12.2017,בלפור 19,3931-53-14,דירה בבית קומות,3.0,רביעית,76.0,"1,450,000",
28.12.2017,מבצע קדש 3,3945-656-9,דירה בבית קומות,3.0,שלישית,62.33,"1,515,000",161% ב 18.5 שנים
28.12.2017,ברניצקי נתן 31,3926-983-27,דירה בבית קומות,3.0,שישית,80.45,"1,337,000",27% ב 2.1 שנים
28.12.2017,רמז 7,3926-135-4,דירה בבית קומות,3.0,ראשונה,53.15,"1,280,000",
27.12.2017,"ביל""ו 1",3937-16-19,דירה בבית קומות,3.0,שלישית,66.88,"1,270,000",172% ב 17.8 שנים
27.12.2017,סולד 6,3928-281-1,דירה בבית קומות,3.0,ראשונה,65.13,"1,575,000",69% ב 7.5 שנים
27.12.2017,הלפרין 7,3928-242-3,דירה בבית קומות,3.0,שניה,65.2,"1,135,000",85% ב 11.8 שנים
27.12.2017,שרירא שמואל 8,6286-141-32,דירה בבית קומות,3.0,רביעית,63.12,"1,100,000",62% ב 7.9 שנים
26.12.2017,הצופים 1,3939-429-5,דירה בבית קומות,3.0,שלישית,66.73,"1,700,000",156% ב 15.5 שנים
26.12.2017,הנגיד 1,5115-80-23,דירה בבית קומות,3.0,שישית,65.4,"1,600,000",92% ב 10 שנים
26.12.2017,הירשפלד 9,3926-700-18,דירה בבית קומות,3.0,קרקע,80.0,"1,635,000",39% ב 4.2 שנים
25.12.2017,וולפסון 29,3926-271-2,דירה בבית קומות,3.0,קרקע,66.16,"1,400,000",
24.12.2017,גנוסר 33,5387-18-33,דירה בבית קומות,3.0,שניה,64.5,"1,530,000",160% ב 14 שנים
24.12.2017,הסמדר 16,5038-3-26,דירה בבית קומות,3.0,ראשונה,78.7,"1,670,000",135% ב 12.5 שנים
24.12.2017, ,3928-645-15,דירה בבית קומות,3.0,שלישית,68.42,"1,270,000",
24.12.2017,אלירז שלמה 1,3930-131-330,דירה,3.0,,87.0,"1,600,000",
23.12.2017, ,7375-77-30,דירה,3.0,קומה ‎7‏,70.0,"1,855,000",
21.12.2017,אבן גבירול 5,5115-73-5,דירה בבית קומות,3.0,ראשונה,66.14,"679,000",
21.12.2017,הרצל 116,3925-438-13,דירה בבית קומות,3.0,ראשונה,64.92,"1,300,000",
21.12.2017,הזמורה 9,5039-39-103,דירה בבית קומות,3.0,רביעית,80.7,"1,750,000",33% ב 7 שנים
20.12.2017,שרירא שמואל 18,6286-141-64,דירה בבית קומות,3.0,רביעית,82.16,"1,130,000",
20.12.2017,אחד העם 9,3932-202-11,דירה בבית קומות,3.0,שניה,69.3,"1,200,000",
20.12.2017,מבצע משה 42,5748-6-9,דירה בבית קומות,3.0,אחת עשרה,90.0,"1,880,000",
19.12.2017,אחיעזר 4,3929-743-9,דירה בבית קומות,3.0,שניה,72.46,"1,450,000",
18.12.2017,הירשפלד 38,3926-909-5,דירה בבית קומות,3.0,שניה,69.04,"1,550,000",
15.12.2017,הגדוד העברי 9,3932-34-4,דירה בבית קומות,3.0,ראשונה,64.61,"1,330,000",
14.12.2017,המלחים 2,4746-8-10,דירה בבית קומות,3.0,שלישית,71.65,"1,600,000",140% ב 16.6 שנים
14.12.2017,"רש""י 19",3930-158-1,קוטג' דו משפחתי,3.0,,84.0,"2,919,000",
13.12.2017,"עגנון ש""י 18",6095-134-31,דירה בבית קומות,3.0,רביעית,39.5,"1,100,000",53% ב 3.9 שנים
13.12.2017,התקוה 16,3945-680-1,דירה בבית קומות,3.0,ראשונה,72.61,"1,520,000",
12.12.2017,חיל הרגלים 7,5031-13-38,דירה בבית קומות,3.0,שלישית,68.09,"1,420,000",30% ב 3.1 שנים
12.12.2017,קפלנסקי 17,3926-685-10,דירה בבית קומות,3.0,שלישית,97.0,"1,510,000",-5% ב 3.2 שנים
11.12.2017,"יל""ג 6",3928-317-6,דירה בבית קומות,3.0,שניה,69.52,"1,200,000",
11.12.2017,אחד העם 14,3935-43-16,דירה בבית קומות,3.0,שלישית,70.53,"1,400,000",
11.12.2017, ,7375-79-39,דירה בבית קומות,3.0,ראשונה,75.0,"1,819,999",
10.12.2017,אלירז שלמה 1,3930-131-327,דירה,3.0,,87.0,"1,600,000",
10.12.2017,הרבי מלובביץ 10,5116-9-8,דירה בבית קומות,3.0,שניה,65.45,"1,600,000",
10.12.2017,מבצע משה 42,5748-6-8,דירה בבית קומות,3.0,חמישית,94.0,"1,820,000",
09.12.2017,משה בן נחמן 4,4247-573-10,דירה בבית קומות,3.0,שניה,88.0,"1,575,000",
07.12.2017,בן אליעזר 24,3926-1037-1,דירה בבית קומות,3.0,ראשונה,72.5,"1,455,000",
07.12.2017, ,7374-111-73,דירה בבית קומות,3.0,שלישית,99.0,"1,859,000",
06.12.2017,שרירא שמואל 8,6286-141-4,דירה בבית קומות,3.0,ראשונה,63.12,"1,130,000",104% ב 18 שנים
06.12.2017,הרב נריה 6,5116-24-29,דירה בבית קומות,3.0,שמינית,72.25,"1,755,000",99% ב 9.5 שנים
06.12.2017,הגדוד העברי 29,3932-68-11,דירה בבית קומות,3.0,רביעית,68.38,"1,200,000",
06.12.2017,,7374-111-27,דירה,3.0,שלישית,75.0,"1,859,999",
05.12.2017,"הרשב""א 2",5115-79-16,דירה בבית קומות,3.0,רביעית,65.4,"1,700,000",160% ב 10.7 שנים
05.12.2017,סוקולוב 29,3925-488-5,דירה בבית קומות,3.0,ראשונה,87.5,"1,350,000",
04.12.2017,הירשפלד 4,3926-969-25,דירה בבית קומות,3.0,שניה,68.0,"1,315,000",38% ב 3.5 שנים
03.12.2017,האבות 18,3930-433-2,דירה בבית קומות,3.0,ראשונה,63.13,"1,350,000",45% ב 5.2 שנים
03.12.2017,מאפו 4,3945-258-4,דירה בבית קומות,3.0,שניה,66.58,"1,440,000",28% ב 3.7 שנים
30.11.2017,מבצע קדש 5,3945-668-10,דירה בבית קומות,3.0,שלישית,62.09,"1,630,000",208% ב 10.5 שנים
30.11.2017,"עגנון ש""י 13",7281-87-23,דירה בבית קומות,3.0,שלישית,42.0,"1,150,000",
30.11.2017, ,3937-164-6,דירה בבית קומות,3.0,שלישית,79.0,"1,600,000",
29.11.2017,המפוחית 8,5183-73-37,דירה בבית קומות,3.0,שלישית,68.7,"1,700,000",33% ב 5.4 שנים
29.11.2017,,3937-164-2,דירה,3.0,,79.0,"1,600,000",
28.11.2017,קרל נטר 10,3928-638-21,דירה בבית קומות,3.0,רביעית,61.81,"1,435,000",167% ב 18.5 שנים
28.11.2017,תורה ועבודה 26,7281-33-9,דירה בבית קומות,3.0,שלישית,47.7,"1,190,000",85% ב 6.6 שנים
28.11.2017,הגדוד העברי 5,3932-40-16,דירה בבית קומות,3.0,רביעית,59.65,"1,060,000",24% ב 2.1 שנים
28.11.2017,"רמב""ם 37",3930-617-2,דירה בבית קומות,3.0,ראשונה,63.4,"1,510,000",23% ב 4 שנים
28.11.2017,הדגל העברי 3,3945-640-36,דירה בבית קומות,3.0,שישית,81.0,"1,650,000",
27.11.2017,הכובש 11,3929-598-4,דירה בבית קומות,3.0,ראשונה,62.39,"1,440,000",46% ב 5.3 שנים
27.11.2017,מאירוביץ 17,3936-163-7,דירה בבית קומות,3.0,שניה,73.59,"1,350,000",143% ב 10 שנים
27.11.2017,ז'בוטינסקי 9,3926-875-6,דירה בבית קומות,3.0,שניה,54.66,"1,370,000",49% ב 2.9 שנים
27.11.2017,הדגל העברי 3,3945-640-25,דירה,3.0,,81.0,"1,650,000",
26.11.2017,אנילביץ 18,7282-6-14,דירה בבית קומות,3.0,שניה,64.6,"1,390,000",
26.11.2017,הנגיד 5,5115-33-54,דירה בבית קומות,3.0,שלישית,69.0,"1,650,000",
26.11.2017,עולי הגרדום 63,3926-514-17,דירה בבית קומות,3.0,רביעית,57.0,"1,650,000",
23.11.2017,תורה ועבודה 12,7281-35-5,דירה בבית קומות,3.0,ראשונה,39.0,"1,370,000",
23.11.2017,אלירז שלמה 1,3930-131-324,דירה בבית קומות,3.0,רביעית,75.0,"1,565,000",
22.11.2017,הסחלב 9,5036-89-1,דירה בבית קומות,3.0,ראשונה,66.6,"1,405,000",33% ב 4 שנים
22.11.2017,"רש""י 21",3930-159-11,דירה בבית קומות,3.0,ראשונה,70.0,"1,680,000",
21.11.2017,"רש""י 21",3930-159-3,דירה,3.0,ראשונה,71.0,"1,680,000",
19.11.2017,הרב גורן 11,5116-80-15,דירה בבית קומות,3.0,רביעית,65.4,"2,040,000",174% ב 10.7 שנים
19.11.2017,ברניצקי נתן 21,3926-901-13,דירה בבית קומות,3.0,חמישית,63.78,"1,480,000",
17.11.2017,ז'בוטינסקי 62,3928-647-9,דירה בבית קומות,3.0,שניה,65.74,"1,260,000",150% ב 13 שנים
17.11.2017,שוחט מניה 3,3926-709-10,דירה בבית קומות,3.0,רביעית,53.76,"1,160,000",
17.11.2017,גרינבוים 5,3934-130-1,דירה בבית קומות,3.0,ראשונה,55.6,"1,305,000",
16.11.2017,ז'בוטינסקי 9,3926-875-16,דירה בבית קומות,3.0,רביעית,57.57,"1,390,000",152% ב 9.4 שנים
16.11.2017,הורוביץ 8,3926-367-10,דירה בבית קומות,3.0,שלישית,55.68,"1,285,000",127% ב 17 שנים
16.11.2017,מורדי הגטאות 40,4242-526-85,דירה בבית קומות,3.0,תשיעית,71.8,"1,390,000",
16.11.2017, ,7375-82-42,דירה בבית קומות,3.0,שישית,73.0,"1,920,000",
15.11.2017,סוקולוב 29,3925-488-1,דירה בבית קומות,3.0,קרקע,72.3,"1,410,000",88% ב 8.9 שנים
15.11.2017,הירשפלד 5,3926-702-25,דירה בבית קומות,3.0,שלישית,55.81,"1,625,000",239% ב 14.3 שנים
15.11.2017,יעקב 68,4247-429-11,דירה בבית קומות,3.0,שלישית,62.5,"1,100,000",
15.11.2017, ,7375-81-38,דירה,3.0,קומה ‎2‏,73.0,"1,920,000",
14.11.2017,אלקבץ 3,5114-40-89,דירה בבית קומות,3.0,ראשונה,65.82,"1,700,000",46% ב 5.6 שנים
13.11.2017,האחים אוסטשינסקי 17,3925-228-12,דירה בבית קומות,3.0,שלישית,63.2,"1,290,000",49% ב 7.5 שנים
13.11.2017,טרכטנברג 7,3928-702-9,דירה בבית קומות,3.0,שניה,65.4,"1,475,000",28% ב 3 שנים
12.11.2017,התאנה 5,3926-991-4,דירה בבית קומות,3.0,שניה,63.77,"1,600,000",166% ב 19.2 שנים
12.11.2017,הסחלב 3,5036-90-19,דירה בבית קומות,3.0,ראשונה,57.0,"1,250,000",26% ב 2.9 שנים
12.11.2017,דוידזון 1,3939-290-17,דירה בבית קומות,3.0,ראשונה,80.0,"1,590,000",44% ב 5.9 שנים
10.11.2017,"איתמר בן אב""י 2",3932-203-2,דירה בבית קומות,3.0,ראשונה,69.0,"800,000",
09.11.2017,מעונות ברכה 5,3937-172-3,דירה בבית קומות,3.0,ראשונה,90.0,"1,550,000",223% ב 13.8 שנים
09.11.2017,הצפירה 9,7281-148-2,דירה בבית קומות,3.0,ראשונה,46.2,"1,150,000",
08.11.2017,ברניצקי נתן 22,3926-616-10,דירה בבית קומות,3.0,שלישית,104.0,"1,290,000",29% ב 7 שנים
07.11.2017,בן אליעזר 21,3926-858-1,דירה בבית קומות,3.0,ראשונה,68.28,"1,505,000",9% ב 1.7 שנים
07.11.2017,ברניצקי נתן 15,3926-894-14,דירה בבית קומות,3.0,רביעית,60.16,"1,200,000",
07.11.2017,הורוביץ 9,3926-852-3,דירה בבית קומות,3.0,ראשונה,54.67,"1,250,000",
07.11.2017,לוין מיכאל וחנה 2,6286-150-5,דירה בבית קומות,3.0,שניה,70.68,"1,265,000",
07.11.2017,הרותם 3,5036-32-59,דירה בבית קומות,3.0,ראשונה,79.0,"1,410,000",
05.11.2017,אבן חן 2,4746-32-13,דירה בבית קומות,3.0,רביעית,86.0,"1,800,000",63% ב 7.8 שנים
04.11.2017, ,7375-77-28,דירה,3.0,קומה ‎6‏,72.0,"1,800,000",
03.11.2017,"ביל""ו 17",3937-32-4,דירה בבית קומות,3.0,ראשונה,60.82,"1,040,000",0% ב 4 שנים
02.11.2017,מרגולין 31,3929-537-17,דירה בבית קומות,3.0,שלישית,48.37,"337,000",
01.11.2017,הצופים 19,3939-420-1,דירה בבית קומות,3.0,ראשונה,73.3,"1,600,000",35% ב 5.5 שנים
30.10.2017,"הרשב""א 17",5115-26-27,דירה בבית קומות,3.0,שביעית,65.4,"1,690,000",138% ב 11.6 שנים
30.10.2017,הרותם 9,5036-31-16,דירה בבית קומות,3.0,שניה,62.1,"1,430,000",57% ב 6.9 שנים
30.10.2017, ,7375-78-34,דירה בבית קומות,3.0,חמישית,76.0,"1,855,000",
29.10.2017,מרגולין 11,3929-583-10,דירה בבית קומות,3.0,שלישית,84.0,"1,100,000",116% ב 17.9 שנים
29.10.2017,קרן היסוד 25,3928-563-2,דירה בבית קומות,3.0,ראשונה,56.32,"600,000",
29.10.2017,"עגנון ש""י 14",6095-135-27,דירה בבית קומות,3.0,רביעית,39.0,"1,050,000",
29.10.2017,אש שלום 5,7282-26-13,דירה בבית קומות,3.0,שניה,47.0,"1,200,000",
29.10.2017,החליל 4,5183-12-12,דירה בבית קומות,3.0,שניה,67.09,"1,620,000",21% ב 3.1 שנים
29.10.2017,,4247-599-3,דירה בבית קומות,3.0,ראשונה,80.0,"2,070,000",
29.10.2017,,4247-599-4,דירה בבית קומות,3.0,שניה,80.0,"2,090,000",
26.10.2017,גיבשטיין יהושע 17,6288-110-26,דירה בבית קומות,3.0,שלישית,63.09,"1,225,000",17% ב 4.5 שנים
26.10.2017,"צ""ג בנות 14",3929-486-1,דירה בבית קומות,3.0,ראשונה,73.53,"1,300,000",25% ב 3 שנים
26.10.2017, ,3926-392-14,דירה בבית קומות,3.0,ראשונה,80.0,"1,830,000",
25.10.2017,חבקוק שלום 11,3937-98-13,דירה בבית קומות,3.0,רביעית,61.69,"1,370,000",119% ב 15.1 שנים
25.10.2017,יהודה לייב 21,3929-827-9,דירה בבית קומות,3.0,ראשונה,68.48,"1,305,000",
25.10.2017,רמז 5,3926-133-5,דירה בבית קומות,3.0,שניה,65.78,"1,320,000",
25.10.2017, ,3929-550-8,דירה בבית קומות,3.0,שלישית,63.0,"1,320,000",
25.10.2017,,3926-392-4,דירה,3.0,ראשונה,80.0,"1,830,000",
24.10.2017,,3929-550-5,דירה,3.0,שלישית,63.0,"1,320,000",
23.10.2017,גנוסר 35,5387-18-7,דירה בבית קומות,3.0,שניה,60.5,"1,635,000",38% ב 4.3 שנים
23.10.2017,הנגיד 7,5115-31-4,דירה בבית קומות,3.0,ראשונה,63.0,"750,000",
23.10.2017,הורוביץ 33,3926-602-11,דירה בבית קומות,3.0,שלישית,58.82,"1,320,000",38% ב 1.6 שנים
23.10.2017, ,7375-78-36,דירה בבית קומות,3.0,שלישית,76.0,"1,848,000",
22.10.2017,,7375-78-13,דירה,3.0,שניה,76.0,"1,848,000",
22.10.2017, ,7375-79-41,דירה בבית קומות,3.0,חמישית,75.0,"1,888,000",
21.10.2017,,7375-79-16,דירה,3.0,חמישית,99.0,"1,888,000",
19.10.2017,התזמורת 26,5182-19-36,דירה בבית קומות,3.0,שלישית,67.0,"1,640,000",89% ב 9.8 שנים
18.10.2017,חזון איש 1,3929-1015-13,דירה בבית קומות,3.0,ראשונה,79.47,"1,300,000",13% ב 4.5 שנים
18.10.2017,חיל הרגלים 7,5031-13-33,דירה בבית קומות,3.0,ראשונה,68.09,"1,370,000",
18.10.2017, ,7375-79-42,דירה בבית קומות,3.0,שלישית,75.0,"1,839,999",
15.10.2017,לוין אשר 4,3933-218-5,דירה בבית קומות,3.0,ראשונה,71.56,"919,000",
15.10.2017,האחים סולימן 11,3930-686-1,דירה בבית קומות,3.0,ראשונה,67.02,"1,630,000",36% ב 4.1 שנים
15.10.2017,סופר יעקב 2,3939-475-15,דירה בבית קומות,3.0,רביעית,77.6,"1,400,000",
03.10.2017,אלתרמן 9,5117-86-5,דירה בבית קומות,3.0,ראשונה,64.0,"1,675,000",125% ב 14.8 שנים
03.10.2017,אנילביץ 5,7282-24-5,דירה בבית קומות,3.0,ראשונה,47.9,"1,115,000",
02.10.2017,וולפסון 39,3926-866-9,דירה בבית קומות,3.0,שלישית,62.46,"1,400,000",27% ב 3.4 שנים
02.10.2017, ,3945-509-12,דירה בבית קומות,3.0,חמישית,77.0,"1,550,000",
01.10.2017,,3945-509-5,דירה,3.0,,100.0,"1,550,000",
28.09.2017,קרן קימת לישראל 15,3928-110-35,דירה בבית קומות,3.0,חמישית,70.0,"1,350,000",
28.09.2017,לובמן חביב 5,3937-5-7,דירה בבית קומות,3.0,קומה ‎4‏,76.45,"1,850,000",26% ב 3.9 שנים
28.09.2017,בן סרוק 2,5114-47-5,דירה בבית קומות,3.0,שניה,65.4,"1,557,000",
27.09.2017,הרב מינץ 8,7281-153-10,דירה בבית קומות,3.0,קרקע,54.4,"1,190,000",
27.09.2017,קרן קימת לישראל 15,3928-110-22,דירה,3.0,,65.0,"1,350,000",
19.09.2017,צייטלין 4,7281-71-26,דירה בבית קומות,3.0,שלישית,47.1,"1,170,000",
